row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,loc_lat,loc_long
4205,282 Somerville Ave,,Somerville,MA,2143,(617) 623-9703,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,False,True,True,True,True,False,42.37873452631579,-71.09343315789474
4206,379 Alewife Brook Pky,Gulf Gas Station,Somerville,MA,2144,(617) 718-0383,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,False,True,True,True,False,False,N/A,N/A
4207,498 Mystic Ave,In Stop & Shop,Somerville,MA,2145,(508) 380-9147,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,False,False,False,True,False,False,N/A,N/A
4208,504 Broadway,,Somerville,MA,2145,(617) 623-9574,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,42.397442,-71.104938
4209,519 Somerville Ave,,Somerville,MA,2143,(617) 628-3355,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False,42.383356,-71.106692
4210,709 McGrath Hwy,In Speedway,Somerville,MA,2145,(617) 628-3871,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,False,True,True,True,False,False,N/A,N/A
4211,850 Broadway,,Somerville,MA,2144,(617) 628-0587,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:30 AM - 11:00 PM,False,True,True,True,True,False,42.4007607247803,-71.11758450996398
4212,48 W Broadway,,South Boston,MA,2127,(617) 268-1213,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,False,True,True,True,False,False,42.34233663723925,-71.0561408464791
4213,75 Old Colony Ave,,South Boston,MA,2127,(617) 268-4075,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,5:00 AM - 11:00 PM,6:00 AM - 11:00 PM,True,True,True,True,False,False,42.336364,-71.056238
4214,77 L St,,South Boston,MA,2127,(617) 268-1792,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,42.335087333333334,-71.03550833333334
4215,One Harbor St,,South Boston,MA,2127,(617) 737-1860,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,Closed,Closed,False,True,True,True,False,False,N/A,N/A
4216,550 Russells Mills Rd,,South Dartmouth,MA,2748,(774) 628-0004,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False,N/A,N/A
4217,1 Greenfield Rd,,South Deerfield,MA,1373,(413) 665-3888,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,False,True,True,True,False,False,42.4708667,-72.6158059823143
4218,497 Route 134,,South Dennis,MA,2660,(508) 619-3998,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,41.69446375,-70.153327
4219,6 Enterprise Rd,Unit 1 & 2,South Dennis,MA,2660,(508) 394-9555,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,N/A,N/A
4220,606 Washington St,,South Easton,MA,2375,(508) 230-8737,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False,42.045549333333334,-71.079827
4221,491 Newton St,South Hadley Shopping Center,South Hadley,MA,1075,(413) 533-7988,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
4222,15 Walnut Rd,,South Hamilton,MA,1982,(978) 468-0555,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
4223,755 Main St,,South Weymouth,MA,2190,(781) 335-9346,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,True,True,True,True,False,False,42.18001388985528,-70.95534574140315
4224,1050 Route 28,,South Yarmouth,MA,2664,(508) 394-0138,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
4225,1353 Route 28,In Speedway,South Yarmouth,MA,2664,(508) 394-1220,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
4226,436 Station Ave,,South Yarmouth,MA,2664,(508) 394-1141,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
4227,136 College Highway,,Southampton,MA,1073,(413) 527-0384,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,42.237791599999994,-72.7205166
4228,162 Cordaville Rd,Town Center Plaza,Southborough,MA,1772,(508) 624-9073,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,False,True,True,False,False,N/A,N/A
4229,386 E. Main St,,Southbridge,MA,1550,(508) 765-0442,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.07097888137584,-72.0143831425839
4230,419-423 Main St,,Southbridge,MA,1550,(508) 765-2500,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.0734454,-72.0266589
4231,736 Worcester St,,Southbridge,MA,1550,(508) 764-2150,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.097333753691956,-72.01973043825849
4232,208 College Hwy,,Southwick,MA,1077,(413) 569-9129,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.029578439959884,-72.78484087845598
4233,397 College Hwy,,Southwick,MA,1077,(413) 569-9144,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,42.04878555453802,-72.77801915089682
4234,353 Main St,,Spencer,MA,1562,(508) 885-0100,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,True,False,True,True,False,False,38.802973526608696,-81.35260788797306
4235,72 W Main St,,Spencer,MA,1562,(508) 885-6637,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False,42.23257421510817,-72.01462101926971
4236,100 Congress St,,Springfield,MA,1104,(413) 382-0237,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False,42.108611,-72.595094
4237,1046 Wilbraham Rd,,Springfield,MA,1109,(413) 783-2741,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,False,True,True,False,False,42.115369339766346,-72.52682854705458
4238,11 Tapley St,,Springfield,MA,1104,(413) 734-6382,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,42.12509041115187,-72.56655235518417
4239,1190 Boston Rd,,Springfield,MA,1119,(413) 783-7104,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,42.14006,-72.504013
4240,1211 East Columbus Ave,,Springfield,MA,1105,(413) 732-8253,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,False,False,False,42.0973121394835,-72.58683671209786
4241,1218 State St,,Springfield,MA,1109,(413) 732-2754,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,False,False,False,42.115994,-72.550754
4242,1252 Saint James Ave,,Springfield,MA,1104,(413) 737-3026,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,42.14061504878049,-72.57262295121951
4243,1287 Page Boulevard,,Springfield,MA,1104,(413) 746-1944,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False,42.150148,-72.537097
4244,140 Armory St,,Springfield,MA,1105,(413) 733-0648,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,42.114569183673474,-72.58094740816327
4245,1487 Bay St,,Springfield,MA,1109,(413) 733-7485,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,42.130651,-72.534643
4246,1500 Main St,Baystate Mall,Springfield,MA,1115,(413) 781-9137,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 12:00 PM,Closed,False,True,True,True,False,False,N/A,N/A
4247,1761 Allen St,,Springfield,MA,1118,(413) 782-4590,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,42.09207175,-72.50136418491395
4248,1918 Wilbraham Rd,,Springfield,MA,1129,(413) 783-1403,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,42.11472244527722,-72.4973703450377
4249,273 Hancock St,,Springfield,MA,1109,(413) 739-0568,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,False,False,False,42.102155499999995,-72.567271
4250,3065 Main St,,Springfield,MA,1107,(413) 732-0871,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.120105277777775,-72.60823177777779
4251,350 Cottage Street,Unit #1 Satellite,Springfield,MA,1104,(413) 737-5905,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 5:00 PM,7:00 AM - 4:00 PM,True,True,True,True,False,False,N/A,N/A
4252,55 Frank B Murray St,,Springfield,MA,1103,(413) 747-3919,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,False,True,True,True,False,False,42.1062879,-72.5933359
4253,568 Belmont Ave,,Springfield,MA,1108,(413) 733-5193,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,42.086522274509804,-72.55938965686275
4254,570 Sumner Avenue,,Springfield,MA,1108,(413) 747-2296,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,False,False,False,42.08663567078461,-72.55602381068462
4255,694 Page Blvd,,Springfield,MA,1104,(413) 731-1859,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,False,True,True,False,False,42.142171534695585,-72.55576285033698
4256,695 Liberty St,# 705,Springfield,MA,1104,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,False,False,False,False,N/A,N/A
4257,77 West St,,Springfield,MA,1104,(413) 382-7117,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,False,False,False,42.11024731140005,-72.61134774192277
4258,805 Main St,,Springfield,MA,1105,(413) 731-1401,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,False,False,False,42.097064,-72.582149
4259,50 Leominster Rd,,Sterling,MA,1564,(978) 422-0562,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False,42.445012973479656,-71.75139815764308
4260,128 Franklin St,,Stoneham,MA,2180,(781) 279-0153,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,True,False,42.476768050000004,-71.09061959243397
4261,196 Main St,,Stoneham,MA,2180,(781) 438-9713,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,False,True,True,True,False,False,42.487473161562626,-71.10021881586437
4262,2 Lynn Fells Pkwy,,Stoneham,MA,2180,(781) 665-4444,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,True,True,True,True,False,False,42.4574231,-71.0828221
4263,259 Main St,In Stop & Shop,Stoneham,MA,2180,(781) 438-3737,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,False,False,True,False,False,N/A,N/A
4264,62A Montvale Ave,Montvale Plaza,Stoneham,MA,2180,(781) 438-5536,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
4265,65 Main St,,Stoneham,MA,2180,(781) 438-1459,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,42.499412061630856,-71.10100114912764
4266,145 Sharon St,In Mobil Gas Station,Stoughton,MA,2072,(781) 344-5784,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False,N/A,N/A
4267,1516 Turnpike St,,Stoughton,MA,2072,(781) 341-3536,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.149959632653065,-71.07465546938775
4268,287 Park St,,Stoughton,MA,2072,(781) 297-7466,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,7:00 AM - 7:00 PM,False,True,True,True,False,False,42.12005457142857,-71.09068514285714
4269,372 Washington St,In Mobil Gas Station,Stoughton,MA,2072,(781) 341-0525,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,Open 24 Hours,True,False,True,True,False,False,N/A,N/A
4270,438 Washington St,,Stoughton,MA,2072,(781) 344-9969,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,42.13417199581098,-71.10159096279207
4271,117 Great Rd,Stown Shopping Center,Stow,MA,1775,(978) 897-9843,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
4272,120 Main St,,Sturbridge,MA,1566,(508) 347-2623,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,42.0883303525948,-72.06463059643664
4273,215 Charlton Rd,,Sturbridge,MA,1566,(508) 347-7118,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False,42.11689490399132,-72.06674874325816
4274,236 Route 15,,Sturbridge,MA,1566,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,False,42.07050565,-72.09851401546277
4275,378 Boston Post Rd,,Sudbury,MA,1776,(978) 440-9810,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False,42.362186,-71.417035
4276,303 Amherst Rd,,Sunderland,MA,1375,(413) 665-0400,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,42.450882060353216,-72.56192324328164
4277,27 Worcester Providence Tpke,Xtra Mart Gas Station,Sutton,MA,1590,(508) 865-6131,5:00 AM - 9:00 AM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
4278,980 Paradise Rd,,Swampscott,MA,1907,(781) 780-3570,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False,42.48285630785635,-70.90131271486511
4279,175 Maple Ave,,Swansea,MA,2777,(508) 567-3005,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,True,False,41.74998507329199,-71.22455402256197
4280,2345 G A R Hwy,In Shell Gas Station,Swansea,MA,2777,(508) 379-1270,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,Open 24 Hours,False,True,True,True,False,False,N/A,N/A
4281,2368 G A R Hwy,,Swansea,MA,2777,(508) 379-9804,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,True,False,N/A,N/A
4282,328 Wilbur Ave,,Swansea,MA,2777,(508) 676-6621,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,41.731586300000004,-71.2043566
4283,651 Gar Hwy,,Swansea,MA,2777,(508) 673-6400,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,41.748605,-71.20940317013321
4284,148 N Walker St,,Taunton,MA,2780,(508) 822-0982,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,41.886523109241956,-71.13553150164722
4285,19 Cape Hwy Rt 44,,Taunton,MA,2780,(508) 386-2185,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,N/A,N/A
4286,2070 Bay St,,Taunton,MA,2780,(508) 828-1997,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False,41.95876775,-71.12001607607701
4287,232 Broadway,,Taunton,MA,2780,(508) 823-8347,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,41.921185666666666,-71.090852
4288,296 Winthrop St,,Taunton,MA,2780,(508) 822-3190,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False,41.888322599999995,-71.12185828759358
